year,Base case diesel consumed,Modeled diesel efficiency
2019,75044.074811,68221.8861918
2020,75533.6447306,68666.9497551
2021,76093.15321,69175.5938273
2022,76652.6616895,69684.2378996
2023,77212.170169,70192.8819718
2024,77701.7400886,70637.9455351
2025,78261.2485681,71146.5896073
2026,78820.7570475,71655.2336796
2027,79310.3269671,72100.2972428
2028,79799.8968866,72545.360806
2029,80359.4053661,73054.0048783
2030,80848.9752857,73499.0684415
2031,81338.5452052,73944.1320047
2032,81828.1151248,74389.195568
2033,82317.6850443,74834.2591312
2034,82737.3164039,75215.7421854
2035,83226.8863235,75660.8057486
2036,83716.456243,76105.8693119
2037,84136.0876027,76487.352366
2038,84625.6575222,76932.4159293
