year,Base case diesel consumed,Modeled non-residential ashp
2017,103650.107489,72555.0752734
2018,103650.107489,72555.0752734
2019,103650.107489,72555.0752734
2020,103650.107489,72555.0752734
2021,103650.107489,72555.0752734
2022,103650.107489,72555.0752734
2023,103650.107489,72555.0752734
2024,103650.107489,72555.0752734
2025,103650.107489,72555.0752734
2026,103650.107489,72555.0752734
2027,103650.107489,72555.0752734
2028,103650.107489,72555.0752734
2029,103650.107489,72555.0752734
2030,103650.107489,72555.0752734
2031,103650.107489,72555.0752734
