year,Base case cost,Modeled residential energy efficiency
2017,609559.60271,593683.161009
2018,649024.114241,628718.133576
2019,699533.662184,673711.331138
2020,740966.301399,711978.57367
2021,765500.418775,734079.607926
2022,787513.582637,753986.916458
2023,817432.253646,782227.529506
2024,836108.230918,799248.186926
2025,854986.520191,816493.361528
2026,876162.015046,835855.169684
2027,908529.865993,866531.638837
2028,927068.800477,883602.12849
2029,947991.645686,902874.467586
2030,965786.60138,919342.024496
2031,988262.673381,940105.444088
2032,1024690.73449,974738.532926
2033,1047831.54592,996203.86817
2034,1072424.42814,1019038.08302
2035,1092480.70263,1037757.72049
2036,1117593.81571,1061146.78926
