year,Base case cost,Modeled biomass for heat (cordwood)
2017,511010.263921,592660.680224
2018,545214.763921,616485.046125
2019,590820.763921,648774.226877
2020,612587.263921,663469.712917
2021,627098.263921,672833.166148
2022,638499.763921,679929.430287
2023,645755.263921,683991.351818
2024,653010.763921,688083.810066
2025,660266.263921,692206.089321
2026,669594.763921,697890.296755
2027,677886.763921,702836.540676
2028,684105.763921,706277.751477
2029,692397.763921,711278.890423
2030,697580.263921,714007.306602
2031,706908.763921,719827.200581
2032,,
2033,,
2034,,
2035,,
2036,,
