year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,11784.76,511010.79,336346.64,19394.76,400786.68,273212.97
2018,12613.09,545215.33,360985.58,20305.51,417444.09,288038.53
2019,13710.73,590821.38,392515.21,21495.49,439653.99,307018.45
2020,14259.55,612587.9,419059.34,22124.89,450254.16,321906.96
2021,14641.71,627098.91,434739.25,22584.12,457320.94,330761.17
2022,14953.13,638500.43,448888.53,22971.75,462873.42,338625.06
2023,15168.94,645755.93,468467.5,23261.8,466406.81,348964.76
2024,15385.72,653011.44,480593.03,23553.41,469940.2,355515.2
2025,15603.02,660266.95,492862.14,23845.51,473473.59,362124.38
2026,15869.59,669595.46,506589.18,24188.24,478016.53,369572.83
2027,16111.98,677887.47,527820.03,24505.45,482054.69,380709.83
2028,16305.37,684106.47,539934.42,24771.22,485083.31,387134.38
2029,16549.47,692398.48,553568.28,25090.99,489121.47,394423.37
2030,16719.35,697580.99,565240.82,25332.66,491645.32,400545.78
2031,16988.8,706909.5,579890.77,25678.14,496188.25,408371.9
2032,,,603830.62,,,420860.12
2033,,,618952.28,,,428879.26
2034,,,635018.26,,,437406.17
2035,,,648209.38,,,444271.33
2036,,,664644.52,,,452949.3
