year,Base case cost,Modeled diesel efficiency
2019,262654.261839,455628.198083
2020,280229.82195,466523.520712
2021,292958.639859,473131.834204
2022,303544.540291,477908.369159
2023,311165.045781,480102.69236
2024,318577.134363,482218.484904
2025,326349.406529,484770.056214
2026,335776.425023,488931.74231
2027,344206.819037,492290.726397
2028,351119.546301,494370.9121
2029,360010.13604,498347.688494
2030,366245.858044,500007.173257
2031,375784.078848,504762.898848
2032,386228.703389,510434.394682
2033,395948.065063,515536.176641
2034,406240.223543,521246.198658
2035,413637.625028,524410.087894
2036,424442.433152,530755.08096
2037,431618.129402,533882.386734
2038,442592.188841,540542.344984
