year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,73925.06,2390.35,103650.11,54438.96
2018,74484.57,2397.86,103650.11,55464.42
2019,75044.07,2405.33,103650.11,56489.87
2020,75533.64,2412.72,103650.11,58540.78
2021,76093.15,2420.06,103650.11,59566.24
2022,76652.66,2427.4,103650.11,60591.69
2023,77212.17,2434.76,103650.11,62642.6
2024,77701.74,2442.12,103650.11,63668.05
2025,78261.25,2449.4,103650.11,64693.51
2026,78820.76,2456.53,103650.11,65718.96
2027,79310.33,2463.55,103650.11,67769.87
2028,79799.9,2470.45,103650.11,68795.33
2029,80359.41,2477.41,103650.11,69820.78
2030,80848.98,2484.25,103650.11,70846.23
2031,81338.55,2490.97,103650.11,71871.69
2032,81828.12,,,73922.6
2033,82317.69,,,74948.05
2034,82737.32,,,75973.51
2035,83226.89,,,76998.96
2036,83716.46,,,78024.41
