year,Base case cost,Modeled non-residential energy efficiency
2017,911797.469564,948173.992931
2018,962659.423563,991453.772302
2019,1030475.36223,1050330.04596
2020,1062842.06023,1076831.21791
2021,1084419.85889,1093529.55011
2022,1101373.84356,1106066.83
2023,1112162.74289,1113030.50367
2024,1122951.64223,1120062.43815
2025,1133740.54156,1127161.03355
2026,1147611.98356,1137146.48013
2027,1159942.15423,1145784.62324
2028,1169189.78223,1151663.09655
2029,1181519.95289,1160423.95023
2030,1189226.30956,1165011.38179
2031,1203097.75156,1175300.13773
