year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,17754.69,805464.95,694272.59,27232.87,1441598.18,507667.95
2018,19721.02,899439.71,746236.21,28568.81,1520650.0,523865.1
2019,22429.36,1027871.88,819451.18,30447.47,1628687.47,548615.56
2020,23679.54,1090521.72,841120.86,31273.04,1681388.68,553495.72
2021,24473.18,1134376.61,837536.66,31746.39,1718279.53,547223.62
2022,25152.31,1168834.02,850747.75,32196.85,1747265.19,551104.21
2023,25536.15,1190761.46,844801.26,32421.16,1765710.62,546108.06
2024,25904.28,1209556.42,851855.59,32665.89,1781520.98,548270.25
2025,26245.5,1231483.86,839500.83,32837.91,1799966.4,540167.13
2026,26674.17,1259676.29,819225.5,33049.82,1823681.95,527738.27
2027,27000.98,1284736.22,795576.94,33172.63,1844762.43,514066.76
2028,27227.93,1303531.18,772715.48,33244.48,1860572.79,501380.02
2029,27585.42,1328591.11,752249.32,33412.99,1881653.28,489774.54
2030,27761.41,1344253.57,731635.19,33460.67,1894828.58,478697.94
2031,28226.85,1375578.49,706218.31,33701.52,1921179.18,464764.18
2032,,,671632.6,,,446678.5
2033,,,616884.31,,,418969.33
2034,,,573274.46,,,397086.77
2035,,,529594.31,,,375603.98
2036,,,494949.96,,,358692.7
