year,Base case cost,Modeled diesel efficiency
2019,1150212.86794,1475245.40476
2020,1227329.81901,1535283.03619
2021,1278291.93655,1571779.53109
2022,1320297.28777,1600363.96513
2023,1345451.54561,1613854.2761
2024,1368327.61093,1625493.28096
2025,1391875.43373,1637957.60145
2026,1421750.82191,1656383.85079
2027,1446630.72835,1670473.43731
2028,1464342.53201,1678246.45368
2029,1490212.25526,1693630.96274
2030,1504642.601,1698806.66478
2031,1537349.59151,1720783.65761
2032,1563141.31289,1736655.83833
2033,1587132.93943,1751069.10441
2034,1615891.42155,1769989.24993
2035,1629292.2771,1775117.22755
2036,1659891.19986,1796045.15434
2037,1675396.08858,1803412.69942
2038,1709451.30105,1827801.85821
