year,population
2003,674.0
2004,672.0
2005,706.0
2006,710.0
2007,675.0
2008,684.0
2009,742.0
2010,662.0
2011,645.0
2012,651.0
2013,629.0
2014,624.0
2015,607.0
2016,586.0
2017,565.0
2018,551.0
2019,539.0
2020,527.0
2021,511.0
2022,504.0
2023,496.0
2024,492.0
2025,480.0
2026,464.0
2027,446.0
2028,431.0
2029,416.0
2030,404.0
2031,388.0
2032,367.0
2033,342.0
2034,320.0
2035,299.0
2036,282.0
2037,267.0
2038,252.0
2039,235.0
2040,221.0
