year,Base case diesel consumed,Modeled diesel efficiency
2019,405004.530966,368185.937242
2020,403726.914149,367024.467408
2021,401978.5964,365435.087636
2022,401306.166496,364823.787724
2023,400432.007621,364029.097838
2024,400095.79267,363723.447881
2025,398818.175853,362561.978048
2026,397137.101094,361033.728267
2027,395254.297363,359322.088512
2028,393640.465595,357854.968722
2029,392161.119807,356510.108915
2030,390816.259999,355287.50909
2031,389202.42823,353820.3893
2032,386916.166558,351741.969598
2033,384293.689934,349357.89994
2034,382007.428261,347279.480238
2035,379788.409579,345262.190527
2036,378107.33482,343733.940746
2037,376493.503052,342266.820956
2038,374879.671283,340799.701166
