year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,78934.85,6758395.0,6758395.0
2004,,78934.85,6663301.0,6663301.0
2005,,78934.85,6562312.0,6562312.0
2006,,78934.85,7060098.0,7060098.0
2007,,78934.85,6951391.0,6951391.0
2008,,78934.85,6818170.0,6818170.0
2009,,78934.85,6477397.0,6477397.0
2010,,78934.85,6603290.0,6603290.0
2011,,78934.85,6682382.0,6682382.0
2012,,78934.85,6305603.0,6305603.0
2013,,78934.85,6275571.0,6275571.0
2014,,78934.85,6161540.0,6161540.0
2015,,78934.85,5882875.0,5882875.0
2016,start of forecast,78934.85,6096000.0,6096000.0
2017,,78934.85,6063000.0,6063000.0
2018,,78934.85,6042000.0,6042000.0
2019,,78934.85,6023000.0,6023000.0
2020,,78934.85,6004000.0,6004000.0
2021,,78934.85,5978000.0,5978000.0
2022,,78934.85,5968000.0,5968000.0
2023,,78934.85,5955000.0,5955000.0
2024,,78934.85,5950000.0,5950000.0
2025,,78934.85,5931000.0,5931000.0
2026,,78934.85,5906000.0,5906000.0
2027,,78934.85,5878000.0,5878000.0
2028,,78934.85,5854000.0,5854000.0
2029,,78934.85,5832000.0,5832000.0
2030,,78934.85,5812000.0,5812000.0
2031,,78934.85,5788000.0,5788000.0
2032,,78934.85,5754000.0,5754000.0
2033,,78934.85,5715000.0,5715000.0
2034,,78934.85,5681000.0,5681000.0
2035,,78934.85,5648000.0,5648000.0
2036,,78934.85,5623000.0,5623000.0
2037,,78934.85,5599000.0,5599000.0
2038,,78934.85,5575000.0,5575000.0
2039,,78934.85,5549000.0,5549000.0
2040,,78934.85,5528000.0,5528000.0
