year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,407694.25,6904.88,313249.2,239797.5
2018,406282.15,6868.27,313249.2,233545.83
2019,405004.53,6835.46,313249.2,227294.16
2020,403726.91,6801.88,313249.2,221042.48
2021,401978.6,6758.08,313249.2,212290.14
2022,401306.17,6740.85,313249.2,209789.47
2023,400432.01,6717.7,313249.2,204788.13
2024,400095.79,6708.65,313249.2,203537.8
2025,398818.18,6676.0,313249.2,197286.12
2026,397137.1,6633.18,313249.2,188533.78
2027,395254.3,6583.48,313249.2,179781.43
2028,393640.47,6543.09,313249.2,172279.43
2029,392161.12,6503.97,313249.2,164777.42
2030,390816.26,6469.19,313249.2,158525.74
2031,389202.43,6427.87,313249.2,149773.4
2032,386916.17,,,139770.72
2033,384293.69,,,126017.04
2034,382007.43,,,114764.03
2035,379788.41,,,104761.35
2036,378107.33,,,96009.0
