year,annotation,diesel generation efficiency
2002,,15.12
2003,,15.11
2004,,15.08
2005,,15.0
2006,,15.55
2007,,14.9
2008,,14.88
2009,,14.69
2010,,15.0
2011,,14.83
2012,,14.94
2013,,14.92
2014,,14.78
2015,,14.91
2016,start of forecast,14.87
2017,,14.87
2018,,14.87
2019,,14.87
2020,,14.87
2021,,14.87
2022,,14.87
2023,,14.87
2024,,14.87
2025,,14.87
2026,,14.87
2027,,14.87
2028,,14.87
2029,,14.87
2030,,14.87
2031,,14.87
2032,,14.87
2033,,14.87
2034,,14.87
2035,,14.87
2036,,14.87
2037,,14.87
2038,,14.87
2039,,14.87
2040,,14.87
