year,Base case cost,Modeled non-residential energy efficiency
2017,2247063.12707,2217785.99992
2018,2420089.70114,2362160.54622
2019,2656559.35237,2562631.70669
2020,2771910.40176,2656557.05663
2021,2852656.13632,2720168.80291
2022,2916099.21348,2768710.01316
2023,2956472.08077,2797094.10754
2024,2991077.39558,2820564.35023
2025,3031450.26286,2849281.66353
2026,3083358.23509,2888324.62554
2027,3129498.65484,2922442.15792
2028,3164103.96965,2946548.14404
2029,3210244.38941,2980968.73723
2030,3239082.15175,3000288.24445
2031,3296757.67644,3045162.73249
