year,Base case cost,Modeled water and wastewater efficiency
2017,33292.9276566,30286.2023032
2018,35588.1047243,31667.160323
2019,38805.3648695,33674.7538761
2020,40337.3944348,34548.2570929
2021,41406.2962835,35112.7526839
2022,42162.804328,35469.9011285
2023,42770.6983423,35730.3697496
2024,43217.9246142,35885.7524034
2025,43739.9902228,36095.0798931
2026,44420.9320879,36415.1276231
2027,44935.4557938,36625.8867362
2028,45378.3043378,36791.518238
2029,46066.6178508,37126.248647
2030,46439.2150002,37250.705634
2031,47117.7609737,37584.7326026
