year,Base case cost,Modeled diesel efficiency
2019,85381.2429788,243249.717461
2020,91556.6293564,244981.742459
2021,95602.9410819,244869.228479
2022,98609.322877,243900.17473
2023,100834.687337,242307.874026
2024,102635.306754,240414.176251
2025,104549.334167,238706.325686
2026,107053.939072,237616.173466
2027,108951.918184,236053.458814
2028,110345.980632,234109.703951
2029,113226.115789,233592.184295
2030,114509.979901,231697.004853
2031,116976.068882,230948.348766
2032,119216.946701,230065.046375
2033,121438.566558,229232.685025
2034,123934.612368,228716.646046
2035,125301.927647,227239.765739
2036,127753.038214,226811.901464
2037,129022.993798,225372.513289
2038,131435.588441,225032.682348
