year,Base case diesel consumed,Modeled residential ashp
2017,8354.4917636,-43108.595685
2018,8354.4917636,-43108.595685
2019,8354.4917636,-43108.595685
2020,8354.4917636,-43108.595685
2021,8354.4917636,-43108.595685
2022,8354.4917636,-43108.595685
2023,8354.4917636,-43108.595685
2024,8354.4917636,-43108.595685
2025,8354.4917636,-43108.595685
2026,8354.4917636,-43108.595685
2027,8172.0361243,-43291.0513243
2028,8172.0361243,-43291.0513243
2029,8172.0361243,-43291.0513243
2030,8172.0361243,-43291.0513243
2031,8172.0361243,-43291.0513243
