year,Base case cost,Modeled non-residential energy efficiency
2017,244021.740979,275228.527266
2018,261224.986203,290080.221995
2019,285309.529517,311435.422056
2020,296778.359666,320955.065082
2021,304806.540771,327268.241437
2022,310540.955846,331452.980255
2023,315128.487905,334587.327021
2024,318569.13695,336670.617551
2025,322583.227503,339320.291561
2026,327744.20107,343075.078506
2027,331758.291622,345776.909011
2028,335198.940667,347964.541787
2029,340359.914234,351794.83802
2030,343227.121772,353491.682593
2031,348388.095339,357369.414845
