year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,33959.0876726,25129.7248777
2018,33959.0876726,25129.7248777
2019,33959.0876726,25129.7248777
2020,33959.0876726,25129.7248777
2021,33959.0876726,25129.7248777
2022,33959.0876726,25129.7248777
2023,33959.0876726,25129.7248777
2024,33959.0876726,25129.7248777
2025,33959.0876726,25129.7248777
2026,33959.0876726,25129.7248777
2027,33959.0876726,25129.7248777
2028,33959.0876726,25129.7248777
2029,33959.0876726,25129.7248777
2030,33959.0876726,25129.7248777
2031,33959.0876726,25129.7248777
