year,Base case cost,Modeled non-residential energy efficiency
2017,436093.21162,452761.622457
2018,453388.385977,467883.214474
2019,478178.135889,490534.068116
2020,489708.252126,500001.509801
2021,498355.839305,506640.1422
2022,504120.897424,510448.845275
2023,508732.943919,513152.483523
2024,512191.97879,514749.988802
2025,516227.519473,516966.276262
2026,521992.577592,520950.966081
2027,526028.118275,523251.14697
2028,529487.153147,525016.486295
2029,534675.705454,528547.313023
2030,537558.234513,529815.464769
2031,542746.78682,533422.592124
