year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,13244.76,149352.74,159446.51,27463.05,286740.47,161809.54
2018,14763.43,166511.03,172659.27,27470.46,286877.36,161886.79
2019,16938.52,191104.57,191597.54,27480.02,287073.57,161997.51
2020,17946.66,202543.42,200406.05,27479.61,287164.83,162049.01
2021,18701.36,211122.56,201189.09,27477.79,287233.28,158035.44
2022,19201.67,216841.99,205469.45,27472.74,287278.91,158060.55
2023,19600.59,221417.53,208893.73,27467.1,287315.41,158080.63
2024,19897.46,224849.19,211461.95,27459.8,287342.79,158095.69
2025,20244.65,228852.79,208250.8,27452.82,287374.73,154059.08
2026,20742.94,234572.22,212407.26,27446.64,287420.36,154083.54
2027,21089.73,238575.82,215316.79,27439.87,287452.3,154100.67
2028,21385.97,242007.47,211318.31,27432.98,287479.68,150059.68
2029,21829.03,247154.96,214947.62,27421.44,287520.75,150081.11
2030,22071.12,250014.67,210298.1,27410.06,287543.56,146036.46
2031,22517.03,255162.16,213815.92,27403.18,287584.63,146057.31
2032,,,217724.59,,,146080.49
2033,,,221242.4,,,146101.34
2034,,,225541.95,,,146126.84
2035,,,220663.83,,,142081.28
2036,,,224448.62,,,142103.81
