year,Base case diesel consumed,Modeled diesel efficiency
2019,7647.77860231,6952.5260021
2020,7647.77860231,6952.5260021
2021,7647.77860231,6952.5260021
2022,7647.77860231,6952.5260021
2023,7647.77860231,6952.5260021
2024,7647.77860231,6952.5260021
2025,7647.77860231,6952.5260021
2026,7647.77860231,6952.5260021
2027,7647.77860231,6952.5260021
2028,7647.77860231,6952.5260021
2029,7647.77860231,6952.5260021
2030,7647.77860231,6952.5260021
2031,7647.77860231,6952.5260021
2032,7647.77860231,6952.5260021
2033,7647.77860231,6952.5260021
2034,7647.77860231,6952.5260021
2035,7647.77860231,6952.5260021
2036,7647.77860231,6952.5260021
2037,7647.77860231,6952.5260021
2038,7647.77860231,6952.5260021
