year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,57194.0,42290.0119425
2018,57194.0,42290.0119425
2019,57194.0,42290.0119425
2020,57194.0,42290.0119425
2021,57194.0,42290.0119425
2022,57194.0,42290.0119425
2023,57194.0,42290.0119425
2024,57194.0,42290.0119425
2025,57194.0,42290.0119425
2026,57194.0,42290.0119425
2027,57194.0,42290.0119425
2028,57194.0,42290.0119425
2029,57194.0,42290.0119425
2030,57194.0,42290.0119425
2031,57194.0,42290.0119425
2032,,
2033,,
2034,,
2035,,
2036,,
