year,Base case cost,Modeled residential energy efficiency
2017,321256.049664,316748.551043
2018,334546.051002,325456.708998
2019,353595.05292,338362.210608
2020,362455.053812,343901.353141
2021,359224.530917,337979.711832
2022,363529.994487,340223.310864
2023,366974.365343,341869.195679
2024,369557.643485,342916.902727
2025,362309.880103,334030.629802
2026,366490.806797,336226.065952
2027,369417.455482,337550.612815
2028,361377.988802,328048.410962
2029,365028.739638,329888.180603
2030,356334.560224,319886.973585
2031,359873.22787,321647.772666
2032,363805.080811,323695.933366
2033,367343.748458,325488.311112
2034,371668.786692,327838.695403
2035,362745.108191,317564.243475
2036,366552.424255,319548.115758
