year,population
2003,103.0
2004,107.0
2005,104.0
2006,96.0
2007,98.0
2008,102.0
2009,112.0
2010,88.0
2011,88.0
2012,88.0
2013,87.0
2014,87.0
2015,87.0
2016,87.0
2017,87.0
2018,86.0
2019,86.0
2020,85.0
2021,85.0
2022,84.0
2023,83.0
2024,83.0
2025,82.0
2026,81.0
2027,81.0
2028,80.0
2029,79.0
2030,78.0
2031,78.0
2032,77.0
2033,77.0
2034,76.0
2035,76.0
2036,76.0
2037,75.0
2038,75.0
2039,75.0
2040,74.0
