year,Base case diesel consumed,Modeled residential ashp
2017,66838.3804313,22795.8714702
2018,66838.3804313,22795.8714702
2019,66838.3804313,22795.8714702
2020,66838.3804313,22795.8714702
2021,64958.1931175,20915.6841564
2022,64958.1931175,20915.6841564
2023,64958.1931175,20915.6841564
2024,64958.1931175,20915.6841564
2025,63078.0058037,19035.4968426
2026,63078.0058037,19035.4968426
2027,63078.0058037,19035.4968426
2028,61197.8184899,17155.3095288
2029,61197.8184899,17155.3095288
2030,59317.6311762,15275.1222151
2031,59317.6311762,15275.1222151
