year,Base case cost,Modeled diesel efficiency
2019,22178.5579467,174153.21447
2020,23708.1136672,171934.558208
2021,24855.2804575,169452.865366
2022,25620.0583177,166706.153375
2023,26231.8806059,163901.061916
2024,26690.7473221,161035.700244
2025,27226.0918242,158316.797742
2026,27990.8696845,155881.601789
2027,28526.2141866,153311.199938
2028,28985.0809028,150742.923095
2029,29673.380977,148453.193027
2030,30055.7699071,145953.692959
2031,30744.0699813,143799.023435
2032,31508.8478415,141779.044742
2033,32197.1479157,139753.179002
2034,33038.403562,137928.510517
2035,33497.2702781,135816.905867
2036,34262.0481383,134042.669977
2037,34720.9148545,132048.211693
2038,35562.1705007,130457.901819
