year,Base case cost,Modeled water and wastewater efficiency
2017,44202.2004961,35513.2111932
2018,46186.3583484,36716.0223341
2019,48996.4070157,38464.4710285
2020,50274.9895942,39208.1359287
2021,51192.491846,39716.299172
2022,51879.2333762,40075.1396833
2023,52325.2365182,40277.609637
2024,52712.4154194,40443.5153393
2025,53162.9330044,40653.3333226
2026,53784.0742435,40977.1543809
2027,54231.8288477,41189.0434327
2028,54621.0326321,41364.3618855
2029,55139.9970283,41627.3880267
2030,55479.1328206,41773.8348893
2031,56107.8384354,42112.3590222
