year,Base case cost,Modeled residential energy efficiency
2017,197534.738914,203107.310845
2018,208253.60405,210454.464464
2019,223386.119535,221179.686958
2020,222218.610205,217581.942601
2021,227075.527078,220478.705223
2022,230718.214733,222480.240541
2023,224622.103925,215061.564654
2024,226665.081014,215874.177525
2025,228999.911973,216919.79546
2026,223381.445994,209802.227231
2027,225622.649475,210786.024739
2028,227583.702521,211580.345513
2029,230105.056437,212799.299901
2030,222605.99746,204238.458386
2031,225558.914465,205767.249952
