year,Base case diesel consumed,Modeled non-residential ashp
2017,7212.60129167,-8466.9667337
2018,7212.60129167,-8466.9667337
2019,7212.60129167,-8466.9667337
2020,7212.60129167,-8466.9667337
2021,7212.60129167,-8466.9667337
2022,7212.60129167,-8466.9667337
2023,7212.60129167,-8466.9667337
2024,7212.60129167,-8466.9667337
2025,7212.60129167,-8466.9667337
2026,7212.60129167,-8466.9667337
2027,7212.60129167,-8466.9667337
2028,7212.60129167,-8466.9667337
2029,7212.60129167,-8466.9667337
2030,7212.60129167,-8466.9667337
2031,7212.60129167,-8466.9667337
