year,Base case cost,Modeled diesel efficiency
2019,34230.1934319,169436.009167
2020,36141.3112661,167931.569071
2021,36937.740124,165489.75546
2022,37711.1215932,163101.189052
2023,37591.5130051,159973.273971
2024,37336.6868156,156793.195664
2025,37624.0261986,154175.098718
2026,37677.3546589,151411.748615
2027,37406.6635905,148419.737549
2028,37523.4515662,145844.337706
2029,37798.5812916,143475.734413
2030,37792.3357368,140912.711546
2031,38197.7838487,138783.893545
2032,37934.3520499,136105.535862
2033,37702.573249,133513.114666
2034,37417.1845358,130927.778683
2035,36776.1232959,128073.617024
2036,37000.0287501,126059.02422
2037,36289.5183056,123246.950082
2038,35892.0105527,120770.193183
