year,Base case diesel consumed,Modeled residential ashp
2017,4876.7323827,-25163.5994742
2018,4876.7323827,-25163.5994742
2019,4876.7323827,-25163.5994742
2020,4694.27674339,-25346.0551135
2021,4694.27674339,-25346.0551135
2022,4694.27674339,-25346.0551135
2023,4511.82110409,-25528.5107528
2024,4511.82110409,-25528.5107528
2025,4511.82110409,-25528.5107528
2026,4329.36546479,-25710.9663921
2027,4329.36546479,-25710.9663921
2028,4329.36546479,-25710.9663921
2029,4329.36546479,-25710.9663921
2030,4146.90982549,-25893.4220314
2031,4146.90982549,-25893.4220314
