year,Base case diesel consumed,Modeled residential energy efficiency
2017,30040.3318569,22507.6201928
2018,30040.3318569,22507.6201928
2019,30040.3318569,22507.6201928
2020,28916.4178251,21383.7061611
2021,28916.4178251,21383.7061611
2022,28916.4178251,21383.7061611
2023,27792.5037934,20259.7921294
2024,27792.5037934,20259.7921294
2025,27792.5037934,20259.7921294
2026,26668.5897617,19135.8780977
2027,26668.5897617,19135.8780977
2028,26668.5897617,19135.8780977
2029,26668.5897617,19135.8780977
2030,25544.67573,18011.964066
2031,25544.67573,18011.964066
