year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,10963.11,5441.69,52265.23,30040.33
2018,10841.26,5439.57,52265.23,30040.33
2019,10597.58,5437.85,52265.23,30040.33
2020,10475.74,5436.13,52265.23,28916.42
2021,10232.06,5433.65,52265.23,28916.42
2022,10110.22,5431.7,52265.23,28916.42
2023,9866.54,5429.23,52265.23,27792.5
2024,9622.86,5426.79,52265.23,27792.5
2025,9501.02,5424.85,52265.23,27792.5
2026,9257.34,5422.41,52265.23,26668.59
2027,9013.65,5420.28,52265.23,26668.59
2028,8891.81,5418.19,52265.23,26668.59
2029,8769.97,5417.34,52265.23,26668.59
2030,8648.13,5416.13,52265.23,25544.68
2031,8526.29,5414.6,52265.23,25544.68
