year,Base case cost,Modeled non-residential energy efficiency
2017,266008.864238,285557.886477
2018,285721.103663,302231.11728
2019,312755.032018,325514.693607
2020,325708.789354,336157.910918
2021,334156.891965,342772.099617
2022,340352.167213,347383.034746
2023,344857.821939,350496.757731
2024,348800.269824,353125.904738
2025,353305.924549,356283.124469
2026,358374.786116,359967.913269
2027,362880.440842,363166.614798
2028,366259.681886,365372.166462
2029,371328.543452,369117.010314
2030,374144.577656,370854.612698
2031,379776.646063,375143.766204
