year,Base case diesel consumed,Modeled residential ashp
2017,3427.65763623,-18256.3969282
2018,3427.65763623,-18256.3969282
2019,3427.65763623,-18256.3969282
2020,3427.65763623,-18256.3969282
2021,3427.65763623,-18256.3969282
2022,3427.65763623,-18256.3969282
2023,3257.8726103,-18426.1819541
2024,3257.8726103,-18426.1819541
2025,3257.8726103,-18426.1819541
2026,3257.8726103,-18426.1819541
2027,3088.08758437,-18595.96698
2028,3088.08758437,-18595.96698
2029,3088.08758437,-18595.96698
2030,3088.08758437,-18595.96698
2031,3088.08758437,-18595.96698
