year,Base case diesel consumed,Modeled non-residential ashp
2017,4766.79310628,-5595.80062375
2018,4766.79310628,-5595.80062375
2019,4766.79310628,-5595.80062375
2020,4766.79310628,-5595.80062375
2021,4766.79310628,-5595.80062375
2022,4766.79310628,-5595.80062375
2023,4766.79310628,-5595.80062375
2024,4766.79310628,-5595.80062375
2025,4766.79310628,-5595.80062375
2026,4766.79310628,-5595.80062375
2027,4766.79310628,-5595.80062375
2028,4766.79310628,-5595.80062375
2029,4766.79310628,-5595.80062375
2030,4766.79310628,-5595.80062375
2031,4766.79310628,-5595.80062375
