year,Base case cost,Modeled water and wastewater efficiency
2017,56540.4110445,43128.7940839
2018,60752.0239853,45983.7874385
2019,66531.7595666,49936.3858081
2020,69295.4856389,51783.8700497
2021,71091.3685469,52957.1321046
2022,72399.7609718,53791.7221159
2023,73340.7056663,54371.4625792
2024,74163.6559565,54870.5854504
2025,75109.6961322,55457.4798365
2026,76180.3552447,56133.1719037
2027,77127.8577215,56724.5169794
2028,77832.5612886,57147.8880804
2029,78921.1343945,57841.0559664
2030,79522.7366877,58195.5861257
2031,80719.9062597,58967.7472873
