year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,2375659.0,1080720.0,1294939.0
2004,,2436876.0,1159537.0,1277339.0
2005,,2443259.0,1144706.0,1298553.0
2006,,2448655.0,1146549.0,1302106.0
2007,,2424733.0,1150529.0,1274204.0
2008,,2484113.0,1203668.0,1280445.0
2009,,2505714.0,1241130.0,1264584.0
2010,,2615029.0,1209656.0,1405373.0
2011,,2734607.0,1247829.0,1486778.0
2012,,2921036.0,1329308.0,1591728.0
2013,,2867909.0,1325605.0,1542304.0
2014,start of forecast,2865931.0,1325661.0,1540270.0
2015,,2880187.0,1339917.0,1540270.0
2016,,2897004.0,1356734.0,1540270.0
2017,,2914787.0,1374517.0,1540270.0
2018,,2934564.0,1394294.0,1540270.0
2019,,2953336.0,1413066.0,1540270.0
2020,,2972163.0,1431893.0,1540270.0
2021,,3004518.0,1464248.0,1540270.0
2022,,3022913.0,1482643.0,1540270.0
2023,,3046513.0,1506243.0,1540270.0
2024,,3063650.0,1523380.0,1540270.0
2025,,3085384.0,1545114.0,1540270.0
2026,,3122747.0,1582477.0,1540270.0
2027,,3147331.0,1607061.0,1540270.0
2028,,3169637.0,1629367.0,1540270.0
2029,,3190976.0,1650706.0,1540270.0
2030,,3213273.0,1673003.0,1540270.0
2031,,3239889.0,1699619.0,1540270.0
2032,,3263023.0,1722753.0,1540270.0
2033,,3286454.0,1746184.0,1540270.0
2034,,3316911.0,1776641.0,1540270.0
2035,,3341486.0,1801216.0,1540270.0
2036,,3364736.0,1824466.0,1540270.0
2037,,3388634.0,1848364.0,1540270.0
2038,,3418011.0,1877741.0,1540270.0
2039,,3442280.0,1902010.0,1540270.0
2040,,3466850.0,1926580.0,1540270.0
