year,Base case cost,Modeled residential energy efficiency
2017,914308.382954,883858.946782
2018,962895.847973,918774.067074
2019,1037479.45253,975860.470702
2020,1073027.99669,1001440.8103
2021,1119276.83004,1039766.15277
2022,1144082.13781,1057515.89219
2023,1171720.52041,1079747.81403
2024,1190057.2495,1092758.90732
2025,1219989.86196,1117053.22893
2026,1261862.27407,1152972.84521
2027,1292597.35787,1178221.99297
2028,1321783.36377,1202387.15845
2029,1343159.4747,1218422.63021
2030,1370939.70115,1241715.49343
2031,1404843.13538,1270025.26873
2032,1441141.1084,1300404.85394
2033,1475875.67367,1329677.90703
2034,1513062.0971,1361074.99223
2035,1542389.94686,1386242.11186
2036,1580378.84163,1418564.73964
