year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,131733.714337,97482.9486092
2018,131733.714337,97482.9486092
2019,131733.714337,97482.9486092
2020,131733.714337,97482.9486092
2021,131733.714337,97482.9486092
2022,131733.714337,97482.9486092
2023,131733.714337,97482.9486092
2024,131733.714337,97482.9486092
2025,131733.714337,97482.9486092
2026,131733.714337,97482.9486092
2027,131733.714337,97482.9486092
2028,131733.714337,97482.9486092
2029,131733.714337,97482.9486092
2030,131733.714337,97482.9486092
2031,131733.714337,97482.9486092
