year,Base case cost,Modeled non-residential energy efficiency
2017,970612.09137,1022915.37809
2018,1016762.7955,1061973.13202
2019,1081373.78128,1118202.26921
2020,1110910.23192,1142052.29459
2021,1131216.54173,1157441.20569
2022,1147830.79522,1169492.79252
2023,1157060.93604,1174788.04744
2024,1166291.07687,1180159.41768
2025,1177367.24586,1187313.68782
2026,1190289.44302,1196249.1157
2027,1201365.61201,1203546.86299
2028,1210595.75283,1209205.2683
2029,1221671.92182,1216639.84608
2030,1229056.03448,1220723.30642
2031,1241978.23164,1229996.94443
