year,Base case cost,Modeled water and wastewater efficiency
2017,91893.4685581,96180.793259
2018,96022.8019783,98328.5203276
2019,101748.024327,101602.860057
2020,104461.178586,102799.744637
2021,106504.833489,103550.394701
2022,108110.306965,104009.292983
2023,109126.316418,104074.98314
2024,110085.838648,104115.153069
2025,111250.983689,104314.144742
2026,112726.92195,104747.215998
2027,113927.03291,104999.802434
2028,114947.262366,105140.589521
2029,116123.247002,105402.978596
2030,116986.778105,105461.425433
2031,118382.811488,105904.09557
