year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,34994.0,25874.9991192
2018,34994.0,25874.9991192
2019,34994.0,25874.9991192
2020,34994.0,25874.9991192
2021,34994.0,25874.9991192
2022,34994.0,25874.9991192
2023,34994.0,25874.9991192
2024,34994.0,25874.9991192
2025,34994.0,25874.9991192
2026,34994.0,25874.9991192
2027,34994.0,25874.9991192
2028,34994.0,25874.9991192
2029,34994.0,25874.9991192
2030,34994.0,25874.9991192
2031,34994.0,25874.9991192
2032,,
2033,,
2034,,
2035,,
2036,,
