year,Base case cost,Modeled residential energy efficiency
2017,363745.353395,342781.554567
2018,385755.413697,360339.809187
2019,416995.499287,385573.568562
2020,431195.538191,396683.83574
2021,441845.56737,404864.112815
2022,449655.588767,410703.18183
2023,454625.602384,414200.681888
2024,459595.616001,417712.866975
2025,464565.629617,421239.392909
2026,470955.647124,425958.226787
2027,476635.662686,430101.585559
2028,469139.292466,421202.764844
2029,474667.180888,425220.395354
2030,478813.097204,428110.491671
2031,485031.971679,432723.433828
2032,491941.832206,437918.658874
2033,498160.706681,442555.610674
2034,505761.553261,448344.418346
2035,496319.148084,437705.53889
2036,503710.819847,443307.532468
