year,Base case cost,Modeled water and wastewater efficiency
2017,11267.1037548,13760.2800213
2018,12084.9964753,14182.9878728
2019,13217.6361385,14823.8028748
2020,13721.3128334,15037.4229489
2021,14076.766249,15152.4544428
2022,14335.9582573,15204.7550022
2023,14494.0027874,15190.8295014
2024,14630.0802912,15164.4307624
2025,14780.042723,15150.521882
2026,14947.2069182,15150.6466298
2027,15129.7403131,15164.5143951
2028,15263.6588643,15147.4232905
2029,15365.5692832,15110.233465
2030,15434.3651114,15053.1229185
2031,15596.1198453,15062.2637145
