year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,7692.15,448436.0,448436.0
2004,,7692.15,444285.0,444285.0
2005,,7692.15,413583.0,413583.0
2006,,7692.15,454712.0,454712.0
2007,,7692.15,424594.0,424594.0
2008,,7692.15,431692.0,431692.0
2009,,7692.15,493522.0,493522.0
2010,,7692.15,537859.0,537859.0
2011,,7692.15,559928.0,559928.0
2012,,7692.15,571618.0,571618.0
2013,,7692.15,504399.0,504399.0
2014,,7692.15,463244.0,463244.0
2015,,7692.15,468762.0,468762.0
2016,start of forecast,7692.15,493000.0,493000.0
2017,,7692.15,493000.0,493000.0
2018,,7692.15,493000.0,493000.0
2019,,7692.15,493000.0,493000.0
2020,,7692.15,493000.0,493000.0
2021,,7692.15,493000.0,493000.0
2022,,7692.15,493000.0,493000.0
2023,,7692.15,493000.0,493000.0
2024,,7692.15,493000.0,493000.0
2025,,7692.15,493000.0,493000.0
2026,,7692.15,493000.0,493000.0
2027,,7692.15,493000.0,493000.0
2028,,7692.15,492000.0,492000.0
2029,,7692.15,492000.0,492000.0
2030,,7692.15,492000.0,492000.0
2031,,7692.15,492000.0,492000.0
2032,,7692.15,492000.0,492000.0
2033,,7692.15,492000.0,492000.0
2034,,7692.15,492000.0,492000.0
2035,,7692.15,491000.0,491000.0
2036,,7692.15,491000.0,491000.0
2037,,7692.15,491000.0,491000.0
2038,,7692.15,491000.0,491000.0
2039,,7692.15,491000.0,491000.0
2040,,7692.15,491000.0,491000.0
