year,Base case cost,Modeled non-residential energy efficiency
2017,269830.78032,263268.331528
2018,287967.662716,278694.096342
2019,313710.334506,300950.079327
2020,325411.548955,310650.417773
2021,334187.459792,317749.346184
2022,340623.12774,322770.367162
2023,344718.552797,325713.063217
2024,348813.977854,328672.747119
2025,352909.402912,331649.020714
2026,358174.949414,335689.355418
2027,362855.435194,339221.581171
2028,366950.860251,342245.327162
2029,371631.346031,345808.091507
2030,375141.710366,348337.730226
2031,380407.256868,352453.548564
