year,Base case diesel consumed,Modeled non-residential ashp
2017,34994.3019575,24496.0113597
2018,34994.3019575,24496.0113597
2019,34994.3019575,24496.0113597
2020,34994.3019575,24496.0113597
2021,34994.3019575,24496.0113597
2022,34994.3019575,24496.0113597
2023,34994.3019575,24496.0113597
2024,34994.3019575,24496.0113597
2025,34994.3019575,24496.0113597
2026,34994.3019575,24496.0113597
2027,34994.3019575,24496.0113597
2028,34994.3019575,24496.0113597
2029,34994.3019575,24496.0113597
2030,34994.3019575,24496.0113597
2031,34994.3019575,24496.0113597
