year,Base case diesel consumed,Modeled residential energy efficiency
2017,45942.1794919,33857.1456204
2018,45942.1794919,33857.1456204
2019,45942.1794919,33857.1456204
2020,45942.1794919,33857.1456204
2021,45942.1794919,33857.1456204
2022,45942.1794919,33857.1456204
2023,45942.1794919,33857.1456204
2024,45942.1794919,33857.1456204
2025,45942.1794919,33857.1456204
2026,45942.1794919,33857.1456204
2027,45942.1794919,33857.1456204
2028,44541.7505438,32456.7166722
2029,44541.7505438,32456.7166722
2030,44541.7505438,32456.7166722
2031,44541.7505438,32456.7166722
2032,44541.7505438,32456.7166722
2033,44541.7505438,32456.7166722
2034,44541.7505438,32456.7166722
2035,43141.3215957,31056.2877241
2036,43141.3215957,31056.2877241
