year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,34994.3019575,25895.7834485
2018,34994.3019575,25895.7834485
2019,34994.3019575,25895.7834485
2020,34994.3019575,25895.7834485
2021,34994.3019575,25895.7834485
2022,34994.3019575,25895.7834485
2023,34994.3019575,25895.7834485
2024,34994.3019575,25895.7834485
2025,34994.3019575,25895.7834485
2026,34994.3019575,25895.7834485
2027,34994.3019575,25895.7834485
2028,34994.3019575,25895.7834485
2029,34994.3019575,25895.7834485
2030,34994.3019575,25895.7834485
2031,34994.3019575,25895.7834485
