year,Base case cost,Modeled residential energy efficiency
2017,880839.100697,801019.393134
2018,912380.728762,822278.038939
2019,973088.114042,869889.594482
2020,984926.31064,874816.836743
2021,1003300.57593,888074.503781
2022,1017081.27489,897654.138835
2023,1027416.79911,904483.772141
2024,1035455.54017,909491.454586
2025,1044642.67282,915463.080905
2026,1056126.58862,923326.741868
2027,1066462.11284,930294.90016
2028,1056833.72264,917770.729648
2029,1066997.72363,924631.85229
2030,1073773.72429,928794.528545
2031,1085067.05873,936627.005042
2032,1096360.39317,944489.154842
2033,1107653.7276,952380.28246
2034,1101342.00857,942475.175517
2035,1109113.93572,947559.269147
2036,1121326.96409,956233.532735
