year,Base case diesel consumed,Modeled non-residential ashp
2017,72806.1614285,50964.3129999
2018,72806.1614285,50964.3129999
2019,72806.1614285,50964.3129999
2020,72806.1614285,50964.3129999
2021,72806.1614285,50964.3129999
2022,72806.1614285,50964.3129999
2023,72806.1614285,50964.3129999
2024,72806.1614285,50964.3129999
2025,72806.1614285,50964.3129999
2026,72806.1614285,50964.3129999
2027,72806.1614285,50964.3129999
2028,72806.1614285,50964.3129999
2029,72806.1614285,50964.3129999
2030,72806.1614285,50964.3129999
2031,72806.1614285,50964.3129999
