year,Base case diesel consumed,Modeled residential ashp
2017,94388.5927392,8695.85869979
2018,92760.8440273,7068.10998795
2019,92760.8440273,7068.10998795
2020,91133.0953155,5440.3612761
2021,91133.0953155,5440.3612761
2022,91133.0953155,5440.3612761
2023,91133.0953155,5440.3612761
2024,91133.0953155,5440.3612761
2025,91133.0953155,5440.3612761
2026,91133.0953155,5440.3612761
2027,91133.0953155,5440.3612761
2028,89505.3466036,3812.61256425
2029,89505.3466036,3812.61256425
2030,89505.3466036,3812.61256425
2031,89505.3466036,3812.61256425
