year,annotation,diesel generation efficiency
2002,,13.59
2003,,13.72
2004,,13.88
2005,,13.85
2006,,13.64
2007,,14.11
2008,,13.56
2009,,14.13
2010,,13.84
2011,,13.7
2012,,13.85
2013,,13.83
2014,,13.72
2015,,14.5
2016,start of forecast,14.02
2017,,14.02
2018,,14.02
2019,,14.02
2020,,14.02
2021,,14.02
2022,,14.02
2023,,14.02
2024,,14.02
2025,,14.02
2026,,14.02
2027,,14.02
2028,,14.02
2029,,14.02
2030,,14.02
2031,,14.02
2032,,14.02
2033,,14.02
2034,,14.02
2035,,14.02
2036,,14.02
2037,,14.02
2038,,14.02
2039,,14.02
2040,,14.02
