year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,64606.33,484503.29,598717.54,79700.64,409667.08,282121.56
2018,68374.87,512897.69,621236.37,83293.14,428331.78,291144.36
2019,73406.14,550756.89,665028.14,88098.56,453218.04,308059.97
2020,75720.99,568230.37,673215.28,90301.22,464704.0,311711.03
2021,77268.39,579879.36,686453.23,91778.71,472361.31,316847.35
2022,78431.58,588616.1,696381.69,92892.5,478104.3,320699.59
2023,79309.35,595168.65,703828.03,93739.23,482411.53,323588.77
2024,79990.91,600265.08,709619.63,94395.34,485761.61,325835.91
2025,80771.26,606089.58,716238.6,95148.17,489590.26,328404.07
2026,81731.62,613370.19,724512.32,96057.41,494376.08,331614.27
2027,82578.67,619922.75,731958.67,96839.45,498683.32,334503.45
2028,83250.99,625019.18,724573.14,97476.21,502033.39,332260.58
2029,84118.65,631571.73,731886.49,98301.77,506340.63,335111.24
2030,84696.07,635940.1,736762.05,98850.05,509212.12,337011.68
2031,85659.36,643220.72,744887.99,99765.8,513997.94,340179.07
2032,,,753013.92,,,343346.47
2033,,,761139.86,,,346513.87
2034,,,756073.71,,,345268.3
2035,,,761658.42,,,347455.52
2036,,,770434.39,,,350892.57
