year,Base case diesel consumed,Modeled wind power
2019,88861.5407652,
2020,88790.2029918,
2021,88790.2029918,
2022,88790.2029918,
2023,88790.2029918,
2024,88790.2029918,
2025,88790.2029918,
2026,88790.2029918,
2027,88647.527445,
2028,88647.527445,
2029,88647.527445,
2030,88647.527445,
2031,88576.1896716,
2032,88576.1896716,
2033,88504.8518982,
2034,88504.8518982,
2035,88433.5141248,
2036,88433.5141248,
2037,88433.5141248,
2038,88362.1763513,
