year,Base case cost,Modeled diesel efficiency
2019,429201.241896,608852.463356
2020,450166.329169,622786.566818
2021,464372.761647,630696.557401
2022,475027.586006,635495.116799
2023,483018.704276,637986.679386
2024,489234.018485,638975.743938
2025,496337.234724,640881.239531
2026,505216.255024,644507.789339
2027,512382.708632,646681.646741
2028,518588.035553,648083.49713
2029,526566.313023,651196.480674
2030,531885.16467,651988.835544
2031,540314.756997,655703.893444
2032,549172.375964,659900.602623
2033,557580.566958,663779.108194
2034,567316.100667,668952.538313
2035,573049.171528,670573.546801
2036,582776.858082,675910.185209
2037,588082.86893,677309.307029
2038,597328.312135,682369.993288
