year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,72806.0,54115.2180484
2018,72806.0,54115.2180484
2019,72806.0,54115.2180484
2020,72806.0,54115.2180484
2021,72806.0,54115.2180484
2022,72806.0,54115.2180484
2023,72806.0,54115.2180484
2024,72806.0,54115.2180484
2025,72806.0,54115.2180484
2026,72806.0,54115.2180484
2027,72806.0,54115.2180484
2028,72806.0,54115.2180484
2029,72806.0,54115.2180484
2030,72806.0,54115.2180484
2031,72806.0,54115.2180484
2032,,
2033,,
2034,,
2035,,
2036,,
