year,Base case diesel consumed,Modeled diesel efficiency
2019,88861.5407652,80783.2188775
2020,88790.2029918,80718.3663562
2021,88790.2029918,80718.3663562
2022,88790.2029918,80718.3663562
2023,88790.2029918,80718.3663562
2024,88790.2029918,80718.3663562
2025,88790.2029918,80718.3663562
2026,88790.2029918,80718.3663562
2027,88647.527445,80588.6613136
2028,88647.527445,80588.6613136
2029,88647.527445,80588.6613136
2030,88647.527445,80588.6613136
2031,88576.1896716,80523.8087924
2032,88576.1896716,80523.8087924
2033,88504.8518982,80458.9562711
2034,88504.8518982,80458.9562711
2035,88433.5141248,80394.1037498
2036,88433.5141248,80394.1037498
2037,88433.5141248,80394.1037498
2038,88362.1763513,80329.2512285
