year,Base case cost,Modeled non-residential energy efficiency
2017,10787113.9178,10550899.2378
2018,11262109.5054,10986409.2991
2019,11915228.4383,11599818.2018
2020,12226944.2926,11874736.1316
2021,12434754.8621,12047198.1798
2022,12612878.2075,12190952.274
2023,12716783.4922,12261719.4298
2024,12820688.777,12333248.4634
2025,12924594.0618,12405521.5183
2026,13058186.5708,12508027.9968
2027,13176935.4677,12596490.6093
2028,13280840.7525,12670892.7254
2029,13414433.2615,12775478.3652
2030,13488651.322,12821711.1478
2031,13637087.4431,12942356.3671
