year,Base case diesel consumed,Modeled residential energy efficiency
2017,1971881.42425,1530670.32312
2018,1985152.08593,1543940.9848
2019,1997474.8432,1556263.74208
2020,2007901.79167,1566690.69054
2021,2016432.93132,1575221.83019
2022,2024964.07097,1583752.96984
2023,2031599.40181,1590388.30068
2024,2037286.82824,1596075.72712
2025,2041078.44587,1599867.34474
2026,2044870.06349,1603658.96236
2027,2046765.8723,1605554.77117
2028,2047713.77671,1606502.67558
2029,2048661.68111,1607450.57998
2030,2048661.68111,1607450.57998
2031,2047713.77671,1606502.67558
2032,2045817.9679,1604606.86677
2033,2042974.25468,1601763.15355
2034,2039182.63706,1597971.53593
2035,2035391.01943,1594179.9183
2036,2031599.40181,1590388.30068
